"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","add_mlp","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","deepset","deepset_type","depth","dim0_out_dim","dim1","dim1_out_dim","dist_dim1","dropout_p","dummy_var","early_topo","fake","filtration_hidden","fold","folds","gfl_readout","hidden_dim","k_clique","legacy","logger","lr","lr_patience","max_epochs","merged","min_cycle","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","p_ER_graph","paired","q_dim_set2set","residual","residual_and_bn","save_filtration","seed","set2set","set_out_dim","shallow_deepset","share_filtration_parameters","swap_bn_order","tanh_filtrations","task","togl_position","train_eps","training_seed","use_node_attributes","weight_decay","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","trainer/global_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerGCN_PATTERN","b3ugpi6o","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-15T00:25:08.000Z","1376","rj09eswa","false","false","","true","128","","PATTERN","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","87","0.0000078125","0.8556010723114014","0.3298580050468445","0.8554569482803345","0.33014434576034546","0.847159743309021","0.847159743309021","0.3455824851989746","0.3455824851989746","6787","0.8544177412986755","","","0.3316556513309479","","","",""
"LargerGCN_PATTERN","bay3ldbd","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-15T00:25:06.000Z","1584","rj09eswa","false","false","","true","128","","PATTERN","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","101","0.0000078125","0.8566263914108276","0.32795390486717224","0.8564149141311646","0.32819682359695435","0.8569815158843994","0.8569815158843994","0.3280518352985382","0.3280518352985382","7879","0.8547134399414062","","","0.3302350640296936","","","",""
"LargerGCN_PATTERN","vne111a9","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T22:45:35.000Z","1561","rj09eswa","false","false","","true","128","","PATTERN","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","102","0.0000078125","0.8554439544677734","0.3296584188938141","0.8560740947723389","0.32934117317199707","0.8572877645492554","0.8572877645492554","0.3282739818096161","0.3282739818096161","7957","0.8537615537643433","","","0.33133769035339355","","","",""
"LargerGCN_PATTERN","n6evn40m","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T22:45:02.000Z","1387","rj09eswa","false","false","","true","128","","PATTERN","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","87","0.0000078125","0.8554010391235352","0.33024635910987854","0.855438232421875","0.33016008138656616","0.8511265516281128","0.8511265516281128","0.33830389380455017","0.33830389380455017","6787","0.8541842699050903","","","0.33176368474960327","","","",""
"LargerGCN_PATTERN","w4vf86zd","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T22:44:59.000Z","1010","rj09eswa","false","false","","true","128","","PATTERN","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","75","0.0000078125","0.8532167077064514","0.3334565758705139","0.8531277179718018","0.33325886726379395","0.8428058624267578","0.8428058624267578","0.34893468022346497","0.34893468022346497","5851","0.8525816798210144","","","0.33462056517601013","","","",""
"LargerGCN_PATTERN","9jgy56rj","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T22:42:38.000Z","2479","rj09eswa","false","false","","true","128","","PATTERN","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","100","0.0000078125","0.8559249639511108","0.32993677258491516","0.8561767339706421","0.32988840341567993","0.8521682620048523","0.8521682620048523","0.33101382851600647","0.33101382851600647","7801","0.8540337085723877","","","0.3317750096321106","","","",""
"LargerGCN_PATTERN","lvvgxco5","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T21:31:38.000Z","3469","rj09eswa","false","false","","true","128","","PATTERN","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","93","0.0000078125","0.8544033765792847","0.3314278721809387","0.8546027541160583","0.33149996399879456","0.855050265789032","0.855050265789032","0.3274645209312439","0.3274645209312439","7255","0.8531050682067871","","","0.33306416869163513","","","",""
"LargerGCN_PATTERN","w15otxca","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T21:26:37.000Z","945","rj09eswa","false","false","","true","128","","PATTERN","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","71","0.0000078125","0.854461669921875","0.33241432905197144","0.8539525270462036","0.33235400915145874","0.8440824747085571","0.8440824747085571","0.348915159702301","0.348915159702301","5539","0.85224449634552","","","0.3345097303390503","","","",""
"LargerGCN_PATTERN","zu3e0qny","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T21:25:53.000Z","853","rj09eswa","false","false","","true","128","","PATTERN","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","91","0.0000078125","0.8477954864501953","0.3450276553630829","0.8478474617004395","0.3448633551597595","0.8442079424858093","0.8442079424858093","0.3542516231536865","0.3542516231536865","7099","0.8463990688323975","","","0.3457302153110504","","","",""
"LargerGCN_PATTERN","9u89z7t8","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T21:25:50.000Z","817","rj09eswa","false","false","","true","128","","PATTERN","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","89","0.0000078125","0.8482271432876587","0.3449051082134247","0.8480631709098816","0.34494397044181824","0.8408655524253845","0.8408655524253845","0.3516058623790741","0.3516058623790741","6943","0.8461930751800537","","","0.34557589888572693","","","",""
"LargerGCN_PATTERN","f4unsybw","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T20:15:23.000Z","931","rj09eswa","false","false","","true","128","","PATTERN","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","102","0.0000078125","0.8480560779571533","0.344373881816864","0.8483709096908569","0.3440340757369995","0.8438918590545654","0.8438918590545654","0.3563300371170044","0.3563300371170044","7957","0.8466062545776367","","","0.3451305329799652","","","",""
"LargerGCN_PATTERN","d1xlhjon","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T20:15:23.000Z","1796","rj09eswa","false","false","","true","128","","PATTERN","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","77","0.0000078125","0.8483182191848755","0.34476906061172485","0.8480509519577026","0.3448832035064697","0.8483846187591553","0.8483846187591553","0.3442825376987457","0.3442825376987457","6007","0.8463060855865479","","","0.34568339586257935","","","",""
"LargerGCN_PATTERN","0955fole","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T20:15:15.000Z","451","rj09eswa","false","false","","true","128","","PATTERN","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","70","0.0000078125","0.8420993089675903","0.3580246865749359","0.8422906398773193","0.3578416705131531","0.845768928527832","0.845768928527832","0.3503651022911072","0.3503651022911072","5461","0.8402642011642456","","","0.3594281077384949","","","",""
"LargerGCN_PATTERN","wk8jen0e","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T20:14:39.000Z","429","rj09eswa","false","false","","true","128","","PATTERN","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","65","0.0000078125","0.8422726988792419","0.35796719789505005","0.8421050310134888","0.3579353988170624","0.830521285533905","0.830521285533905","0.3735625743865967","0.3735625743865967","5071","0.8400126695632935","","","0.3593706786632538","","","",""
"LargerGCN_PATTERN","pjojaiq1","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T19:34:43.000Z","495","rj09eswa","false","false","","true","128","","PATTERN","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","74","0.0000078125","0.8422938585281372","0.35787707567214966","0.8420521020889282","0.3580075800418854","0.8358464241027832","0.8358464241027832","0.37384164333343506","0.37384164333343506","5773","0.8401951789855957","","","0.3595237135887146","","","",""
"LargerGCN_PATTERN","plpeztww","finished","-","expectationmax","LargerGCN, PATTERN","2021-05-14T19:34:42.000Z","487","rj09eswa","false","false","","true","128","","PATTERN","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","2","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","71","0.0000078125","0.8421183824539185","0.35796841979026794","0.8422044515609741","0.3580965995788574","0.8386284112930298","0.8386284112930298","0.359205037355423","0.359205037355423","5539","0.8403324484825134","","","0.3594498038291931","","","",""
"LargerGCN_CLUSTER","4oogtqmh","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T19:34:36.000Z","1066","rj09eswa","false","false","","true","128","","CLUSTER","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","47","0.0000078125","0.16740232706069946","1.7917941808700562","0.16604450345039368","1.7917940616607666","0.1678096503019333","0.1678096503019333","1.7917957305908203","1.7917957305908203","3667","0.1639874428510666","","","1.7917721271514893","","","",""
"LargerGCN_CLUSTER","7p9jiurv","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T19:34:33.000Z","563","rj09eswa","false","false","","true","128","","CLUSTER","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","43","0.0000078125","0.16589367389678955","1.7921171188354492","0.16648894548416138","1.791788101196289","0.16890838742256165","0.16890838742256165","1.7917762994766235","1.7917762994766235","3355","0.1680700033903122","","","1.7917617559432983","","","",""
"LargerGCN_CLUSTER","hjruwz7v","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:52:28.000Z","571","rj09eswa","false","false","","true","128","","CLUSTER","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","47","0.0000078125","0.16701991856098175","1.791790008544922","0.16718193888664246","1.791762113571167","0.1685107946395874","0.1685107946395874","1.7917773723602295","1.791777491569519","3667","0.16651000082492828","","","1.791784644126892","","","",""
"LargerGCN_CLUSTER","bugtm0ik","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:51:06.000Z","539","rj09eswa","false","false","","true","128","","CLUSTER","","","4","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","45","0.0000078125","0.16507937014102936","1.7918275594711304","0.16685280203819275","1.7918411493301392","0.16798627376556396","0.16798627376556396","1.791799783706665","1.7917996644973757","3511","0.16636045277118683","","","1.791748285293579","","","",""
"LargerGCN_CLUSTER","ykahngg1","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:50:52.000Z","999","rj09eswa","false","false","","true","128","","CLUSTER","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","50","0.0000078125","0.1659310758113861","1.791825294494629","0.16593840718269348","1.7918236255645752","0.16589602828025818","0.16589602828025818","1.791693925857544","1.791693925857544","3901","0.16654731333255768","","","1.791789412498474","","","",""
"LargerGCN_CLUSTER","1i1301be","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:50:43.000Z","471","rj09eswa","false","false","","true","128","","CLUSTER","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","47","0.0000078125","0.16507573425769806","1.7918154001235962","0.16594213247299194","1.791751503944397","0.16850702464580536","0.16850702464580536","1.7917925119400024","1.7917925119400024","3667","0.167888343334198","","","1.7917449474334717","","","",""
"LargerGCN_CLUSTER","f1jtfdb1","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:14:53.000Z","433","rj09eswa","false","false","","true","128","","CLUSTER","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","43","0.0000078125","0.16483962535858154","1.791791558265686","0.16646017134189606","1.791794776916504","0.17702049016952515","0.17702049016952515","1.7915741205215454","1.791574001312256","3355","0.1659940928220749","","","1.791788101196289","","","",""
"LargerGCN_CLUSTER","l89wk54w","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:14:38.000Z","447","rj09eswa","false","false","","true","128","","CLUSTER","","","3","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","47","0.0000078125","0.16754864156246185","1.7917827367782593","0.1667434424161911","1.7917594909667969","0.1716918796300888","0.1716918796300888","1.79174542427063","1.7917453050613403","3667","0.16769707202911377","","","1.7917540073394775","","","",""
"LargerGCN_CLUSTER","bwxaplcx","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:14:34.000Z","342","rj09eswa","false","false","","true","128","","CLUSTER","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","45","0.0000078125","0.16553200781345367","1.7918354272842407","0.16469380259513855","1.7918580770492554","0.16924825310707092","0.16924825310707092","1.791724443435669","1.791724443435669","3511","0.16312658786773682","","","1.7917693853378296","","","",""
"LargerGCN_CLUSTER","bofmgxjy","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T18:14:05.000Z","732","rj09eswa","false","false","","true","128","","CLUSTER","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","44","0.0000078125","0.16655243933200836","1.7918012142181396","0.16535316407680511","1.791812300682068","0.16302308440208435","0.16302308440208435","1.7918367385864258","1.7918367385864258","3433","0.16692599654197693","","","1.7917722463607788","","","",""
"LargerGCN_CLUSTER","w1072rwl","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:33:18.000Z","1073","rj09eswa","false","false","","true","128","","CLUSTER","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","45","0.0000078125","0.16481085121631622","1.791841745376587","0.1673048734664917","1.7917522192001345","0.1632864624261856","0.1632864624261856","1.7917248010635376","1.791724681854248","3511","0.16763556003570557","","","1.791772484779358","","","",""
"LargerGCN_CLUSTER","3yi7ua7m","crashed","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:32:52.000Z","152726","rj09eswa","false","false","","true","128","","CLUSTER","","","2","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","49","0.0000078125","","","","","0.17106065154075625","0.17106065154075625","1.7917522192001345","1.7917523384094238","3822","0.16416960954666138","","","1.7917553186416626","","","",""
"LargerGCN_CLUSTER","2451jf0x","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:32:45.000Z","231","rj09eswa","false","false","","true","128","","CLUSTER","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","10527233","false","","","","44","0.0000078125","0.1665477305650711","1.7918087244033811","0.16894730925559998","1.791738748550415","0.16322574019432068","0.16322574019432068","1.7917712926864624","1.7917712926864624","3433","0.16432662308216095","","","1.791774034500122","","","",""
"LargerGCN_CLUSTER","70w87fxh","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:32:01.000Z","262","rj09eswa","false","false","","true","128","","CLUSTER","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","13505250","false","","","","47","0.0000078125","0.166790172457695","1.791831374168396","0.16774889826774597","1.7918049097061155","0.1658235788345337","0.1658235788345337","1.7917003631591797","1.7917003631591797","3667","0.16689345240592957","","","1.7917578220367432","","","",""
"LargerGCN_CLUSTER","a810knlv","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:31:49.000Z","248","rj09eswa","false","false","","true","128","","CLUSTER","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","18741105","false","","","","47","0.0000078125","0.16576771438121796","1.7918764352798462","0.16686181724071503","1.7917999029159546","0.16549110412597656","0.16549110412597656","1.7916988134384155","1.791698932647705","3667","0.16503670811653137","","","1.7917797565460205","","","",""
"LargerGCN_CLUSTER","l3kgz549","finished","-","expectationmax","CLUSTER, LargerGCN","2021-05-14T17:31:46.000Z","230","rj09eswa","false","false","","true","128","","CLUSTER","","","1","","","","","0","","","","","","","","146","","","","0.001","5","1000","false","","0.00001","LargerGCN","6","","","","","","","","","","","","3","","false","","true","","false","","","","","","","","Tasks.NODE_CLASSIFICATION_WEIGHTED","","true","56750292","false","","","","43","0.0000078125","0.1670321226119995","1.791778564453125","0.16646447777748108","1.7917368412017822","0.16973647475242615","0.16973647475242615","1.791805624961853","1.791805624961853","3355","0.16467396914958954","","","1.791800856590271","","","",""